row_id,source,source_job_id,url,company_name,title_clean,pred_normalized_title,pred_role_family,pred_location_type,pred_city,pred_country,location_clean,evidence_snippet,target_normalized_title,target_role_family,target_location_type,target_country,qa_status,qa_notes
724,greenhouse,4627687005,https://job-boards.greenhouse.io/gleanwork/jobs/4627687005,gleanwork,Technical Recruiter (Contractor- 6 months),technical_recruiter,recruiting,hybrid,Palo Alto,,"Palo Alto, California or San Francisco, California","Location: This role is hybrid (4 days a week in one of our SF Bay Area offices) Compensation &amp; Benefits: The hourly rate for this role is $80 - $100. | We do not discriminate based on gender, ethnicity, sexual orientation, religion, civil or family status, age, disability, or race.",,,,,,
725,greenhouse,4372145005,https://job-boards.greenhouse.io/gleanwork/jobs/4372145005,gleanwork,Technical Support Engineer,it_support_specialist,it_operations,hybrid,Nashville,TN,"Nashville, TN","Recognized by Fast Company as one of the World’s Most Innovative Companies (Top 10, 2025), by CNBC’s Disruptor 50, Bloomberg’s AI Startups to Watch (2026), Forbes AI 50, and Gartner’s Tech Innovators in Agentic AI, Glean continues to accelerate its global impact. | About the Role: Glean is looking for a talented Technical Support Engineer to join our rapidly expanding, venture-backed startup, to support our growing c",,,,,,
726,greenhouse,4448955005,https://job-boards.greenhouse.io/gleanwork/jobs/4448955005,gleanwork,Technical Support Engineer,it_support_specialist,it_operations,,Nashville,TN,"Nashville, TN","Recognized by Fast Company as one of the World’s Most Innovative Companies (Top 10, 2025), by CNBC’s Disruptor 50, Bloomberg’s AI Startups to Watch (2026), Forbes AI 50, and Gartner’s Tech Innovators in Agentic AI, Glean continues to accelerate its global impact. | About the Role: Glean is looking for a talented Technical Support Engineer to join our rapidly expanding, venture-backed startup, to support our growing c",,,,,,
727,greenhouse,4603038005,https://job-boards.greenhouse.io/gleanwork/jobs/4603038005,gleanwork,Technical Support Engineer,it_support_specialist,it_operations,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
728,greenhouse,4666849005,https://job-boards.greenhouse.io/gleanwork/jobs/4666849005,gleanwork,Technical Support Engineer (PST shift hours 9:30PM - 6:30AM IST),it_support_specialist,it_operations,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
729,greenhouse,4529580005,https://job-boards.greenhouse.io/gleanwork/jobs/4529580005,gleanwork,Technical Writer,other,other,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
730,greenhouse,4659383005,https://job-boards.greenhouse.io/gleanwork/jobs/4659383005,gleanwork,Website Data Analyst,data_analyst,data_analytics,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
731,greenhouse,4657292005,https://job-boards.greenhouse.io/gleanwork/jobs/4657292005,gleanwork,Website Designer,other,other,hybrid,Bangalore,IN,Bangalore,"What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. | With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor loc",,,,,,
732,greenhouse,8362790002,https://job-boards.greenhouse.io/dv01/jobs/8362790002,dv01,"Data Analyst, II Collateral Data Solutions",data_analyst,data_analytics,remote,,US,Remote - USA,"The $16+ trillion market is the backbone of everyday activities that empower financial freedom, from consolidating credit card debt and refinancing student loans, to buying a home and starting a small business. | As a data-first company, we wrangle critical loan data and build modern analytical tools that enable strategic decision-making for responsible lending.&nbsp; In a nutshell, we're helping prevent a repeat of ",,,,,,
733,greenhouse,8345559002,https://job-boards.greenhouse.io/dv01/jobs/8345559002,dv01,"Data Analyst, Securitizations Reporting",data_analyst,data_analytics,remote,,US,Remote - USA,"The $16+ trillion market is the backbone of everyday activities that empower financial freedom, from consolidating credit card debt and refinancing student loans, to buying a home and starting a small business. | As a data-first company, we wrangle critical loan data and build modern analytical tools that enable strategic decision-making for responsible lending.&nbsp; In a nutshell, we're helping prevent a repeat of ",,,,,,
734,greenhouse,8287661002,https://job-boards.greenhouse.io/dv01/jobs/8287661002,dv01,"Manager, Data Analytics Engineering",analytics_manager,data_analytics,remote,,US,Remote - USA,"The $16+ trillion market is the backbone of everyday activities that empower financial freedom, from consolidating credit card debt and refinancing student loans, to buying a home and starting a small business. | As a data-first company, we wrangle critical loan data and build modern analytical tools that enable strategic decision-making for responsible lending.&nbsp; In a nutshell, we're helping prevent a repeat of ",,,,,,
735,greenhouse,8416034002,https://job-boards.greenhouse.io/dv01/jobs/8416034002,dv01,MLOps Platform Engineer,software_engineer,software_engineering,remote,,US,Remote - USA,"The $16+ trillion market is the backbone of everyday activities that empower financial freedom, from consolidating credit card debt and refinancing student loans, to buying a home and starting a small business. | As a data-first company, we wrangle critical loan data and build modern analytical tools that enable strategic decision-making for responsible lending.&nbsp; In a nutshell, we're helping prevent a repeat of ",,,,,,
736,greenhouse,8427825002,https://job-boards.greenhouse.io/dv01/jobs/8427825002,dv01,Sr. Backend Engineer,backend_engineer,backend,remote,,US,Remote - USA,"The $16+ trillion market is the backbone of everyday activities that empower financial freedom, from consolidating credit card debt and refinancing student loans, to buying a home and starting a small business. | As a data-first company, we wrangle critical loan data and build modern analytical tools that enable strategic decision-making for responsible lending.&nbsp; In a nutshell, we're helping prevent a repeat of ",,,,,,
737,greenhouse,8360601002,https://job-boards.greenhouse.io/dv01/jobs/8360601002,dv01,Strategic Account Manager,account_manager,sales,remote,,US,Remote - USA,"The $16+ trillion market is the backbone of everyday activities that empower financial freedom, from consolidating credit card debt and refinancing student loans, to buying a home and starting a small business. | As a data-first company, we wrangle critical loan data and build modern analytical tools that enable strategic decision-making for responsible lending.&nbsp; In a nutshell, we're helping prevent a repeat of ",,,,,,
738,greenhouse,4854550007,https://job-boards.greenhouse.io/climateai/jobs/4854550007,climateai,"Sr. Fullstack Software Engineer, Platform",software_engineer,software_engineering,,San Francisco,US,"San Francisco, California, United States","We believe resilience is just as urgent as mitigation. | We are building technology to empower people and industries to make smarter, faster decisions in the face of weather volatility.",,,,,,
739,greenhouse,5786050004,https://job-boards.greenhouse.io/grafanalabs/jobs/5786050004,grafanalabs,Associate Observability Architect | USA EST| Remote,other,other,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
740,greenhouse,5799039004,https://job-boards.greenhouse.io/grafanalabs/jobs/5799039004,grafanalabs,Backend Software Engineer - Mimir Ingest | Germany | Remote,software_engineer,software_engineering,remote,,DE,Germany (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France.",,,,,,
741,greenhouse,5799036004,https://job-boards.greenhouse.io/grafanalabs/jobs/5799036004,grafanalabs,Backend Software Engineer - Mimir Ingest | Spain | Remote,software_engineer,software_engineering,remote,,ES,Spain (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
742,greenhouse,5799037004,https://job-boards.greenhouse.io/grafanalabs/jobs/5799037004,grafanalabs,Backend Software Engineer - Mimir Ingest | Sweden | Remote,software_engineer,software_engineering,remote,,SE,Sweden (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
743,greenhouse,5799038004,https://job-boards.greenhouse.io/grafanalabs/jobs/5799038004,grafanalabs,Backend Software Engineer - Mimir Ingest | UK | Remote,software_engineer,software_engineering,remote,,GB,United Kingdom (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | This is a remote opportunity and we would be interested in applicants based in Spain, Germany, Ireland the UK or Sweden at this time.",,,,,,
744,greenhouse,5789200004,https://job-boards.greenhouse.io/grafanalabs/jobs/5789200004,grafanalabs,Business Value Engineer | Germany | Remote,software_engineer,software_engineering,remote,,DE,Germany (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France.",,,,,,
745,greenhouse,5789342004,https://job-boards.greenhouse.io/grafanalabs/jobs/5789342004,grafanalabs,Business Value Engineer | UK | Remote,software_engineer,software_engineering,remote,,GB,United Kingdom (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | *Compensation ranges are country specific.",,,,,,
746,greenhouse,5746317004,https://job-boards.greenhouse.io/grafanalabs/jobs/5746317004,grafanalabs,"Commercial Account Executive, Acquisition | Bengaluru, India | Remote",account_executive,sales,remote,,IN,India (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
747,greenhouse,5706304004,https://job-boards.greenhouse.io/grafanalabs/jobs/5706304004,grafanalabs,"Commercial Account Executive, Acquisition | Netherlands | Remote",account_executive,sales,remote,,NL,Netherlands (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The Opportunity&nbsp; Grafana Labs is looking for a&nbsp; Commercial&nbsp;Account Executive, Acquisition based in the Netherlands who will be responsible for prospecting and closing new business across the Benelux &nbsp; region .",,,,,,
748,greenhouse,5723884004,https://job-boards.greenhouse.io/grafanalabs/jobs/5723884004,grafanalabs,"Commercial Account Executive, Acquisition | Switzerland | Remote",account_executive,sales,remote,,CH,Switzerland (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
749,greenhouse,5775909004,https://job-boards.greenhouse.io/grafanalabs/jobs/5775909004,grafanalabs,"Commercial Account Executive, Acquisition | Texas | Remote",account_executive,sales,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
750,greenhouse,5810432004,https://job-boards.greenhouse.io/grafanalabs/jobs/5810432004,grafanalabs,Commercial Solutions Engineer | Germany | Remote,software_engineer,software_engineering,remote,,DE,Germany (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France.",,,,,,
751,greenhouse,5718842004,https://job-boards.greenhouse.io/grafanalabs/jobs/5718842004,grafanalabs,"Director, Global Sales Strategy & Operations | United Kingdom | Remote",sales_representative,sales,remote,,GB,United Kingdom (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Lead, development, and mentor a team of global sales operations professionals driving towards a collective goal What Makes You a Great Fit: 7+ years of experience in strategy and operations, consulting, enterprise technology sales/strategy, or a similar role Demonstrated track record of strategic thinking and analysis – seeing over the horizon to identify oppo",,,,,,
752,greenhouse,5789034004,https://job-boards.greenhouse.io/grafanalabs/jobs/5789034004,grafanalabs,"Director, Solutions Engineering | EMEA | Remote",software_engineer,software_engineering,remote,,DE,Germany (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France.",,,,,,
753,greenhouse,5789043004,https://job-boards.greenhouse.io/grafanalabs/jobs/5789043004,grafanalabs,"Director, Solutions Engineering | EMEA | Remote",software_engineer,software_engineering,remote,,CH,Switzerland (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
754,greenhouse,5789039004,https://job-boards.greenhouse.io/grafanalabs/jobs/5789039004,grafanalabs,"Director, Solutions Engineering | EMEA | Remote",software_engineer,software_engineering,remote,,SE,Sweden (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
755,greenhouse,5789038004,https://job-boards.greenhouse.io/grafanalabs/jobs/5789038004,grafanalabs,"Director, Solutions Engineering | EMEA | Remote",software_engineer,software_engineering,remote,,ES,Spain (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
756,greenhouse,5789037004,https://job-boards.greenhouse.io/grafanalabs/jobs/5789037004,grafanalabs,"Director, Solutions Engineering | EMEA | Remote",software_engineer,software_engineering,remote,,NL,Netherlands (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Proven success working in a fast-paced, high growth startup environment that is remote-first Proven track record of mentoring, developing people and managing performance over time.&nbsp; Has successfully mentored individual contributors.",,,,,,
757,greenhouse,5740377004,https://job-boards.greenhouse.io/grafanalabs/jobs/5740377004,grafanalabs,"Director, Solutions Engineering | EMEA | Remote",software_engineer,software_engineering,remote,,GB,United Kingdom (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Proven success working in a fast-paced, high growth startup environment that is remote-first Proven track record of mentoring, developing people and managing performance over time.&nbsp; Has successfully mentored individual contributors.",,,,,,
758,greenhouse,5802819004,https://job-boards.greenhouse.io/grafanalabs/jobs/5802819004,grafanalabs,Engineering Manager - Adaptive Telemetry | Canada | Remote,software_engineer,software_engineering,remote,,CA,Canada (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with the Grafana Enterprise Stack , both featuring scalable metrics ( Grafana Mimir ), logs ( Grafana Loki ), and traces ( Graf",,,,,,
759,greenhouse,5802816004,https://job-boards.greenhouse.io/grafanalabs/jobs/5802816004,grafanalabs,Engineering Manager - Adaptive Telemetry | USA | Remote,software_engineer,software_engineering,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
760,greenhouse,5813803004,https://job-boards.greenhouse.io/grafanalabs/jobs/5813803004,grafanalabs,"Engineering Manager, Identity and Access | Canada | Remote",software_engineer,software_engineering,remote,,CA,Canada (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with the Grafana Enterprise Stack , both featuring scalable metrics ( Grafana Mimir ), logs ( Grafana Loki ), and traces ( Graf",,,,,,
761,greenhouse,5813790004,https://job-boards.greenhouse.io/grafanalabs/jobs/5813790004,grafanalabs,"Engineering Manager, Identity and Access | USA | Remote",software_engineer,software_engineering,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
762,greenhouse,5748597004,https://job-boards.greenhouse.io/grafanalabs/jobs/5748597004,grafanalabs,"Enterprise Account Executive, Acquisition | Bay Area | Remote",account_executive,sales,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
763,greenhouse,5799175004,https://job-boards.greenhouse.io/grafanalabs/jobs/5799175004,grafanalabs,"Enterprise Account Executive, Acquisition | New York | Remote",account_executive,sales,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
764,greenhouse,5806296004,https://job-boards.greenhouse.io/grafanalabs/jobs/5806296004,grafanalabs,"Enterprise Account Executive, Acquisition | Utah or Colorado | Remote",account_executive,sales,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
765,greenhouse,5755394004,https://job-boards.greenhouse.io/grafanalabs/jobs/5755394004,grafanalabs,"Enterprise Account Executive, Growth | Atlanta | Remote",account_executive,sales,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
766,greenhouse,5780042004,https://job-boards.greenhouse.io/grafanalabs/jobs/5780042004,grafanalabs,"Enterprise Account Executive, Growth | Germany | Remote",account_executive,sales,remote,,DE,Germany (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France.",,,,,,
767,greenhouse,5723871004,https://job-boards.greenhouse.io/grafanalabs/jobs/5723871004,grafanalabs,"Enterprise Account Executive, Growth | Italy | Remote",account_executive,sales,remote,,IT,Italy (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
768,greenhouse,5735634004,https://job-boards.greenhouse.io/grafanalabs/jobs/5735634004,grafanalabs,"Enterprise Account Executive, Growth | Mexico | Remote",account_executive,sales,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
769,greenhouse,5766331004,https://job-boards.greenhouse.io/grafanalabs/jobs/5766331004,grafanalabs,"Enterprise Account Executive, New Business Acquisition - ASIA | Singapore | Remote",account_executive,sales,remote,,SG,Singapore (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The Opportunity: Grafana Labs is looking for an&nbsp; Enterprise Account Executive, Acquisition based in Singapore who will be responsible for prospecting and closing new business across the Asia region .",,,,,,
770,greenhouse,5802655004,https://job-boards.greenhouse.io/grafanalabs/jobs/5802655004,grafanalabs,Event Manager | EST or CST USA | Remote,manager,operations,onsite,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
771,greenhouse,5796306004,https://job-boards.greenhouse.io/grafanalabs/jobs/5796306004,grafanalabs,Global Billing Operations (Collections) Manager | PST or CST | Remote,operations_manager,operations,remote,,US,Global (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
772,greenhouse,5725454004,https://job-boards.greenhouse.io/grafanalabs/jobs/5725454004,grafanalabs,Growth Account Director | West Coast | Remote,other,other,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
773,greenhouse,5598635004,https://job-boards.greenhouse.io/grafanalabs/jobs/5598635004,grafanalabs,"Manager, Foundation Observability Architects | USA | Remote",manager,operations,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
774,greenhouse,5790608004,https://job-boards.greenhouse.io/grafanalabs/jobs/5790608004,grafanalabs,Manager Observability Architect | Germany | Remote,manager,operations,remote,,DE,Germany (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France.",,,,,,
775,greenhouse,5781151004,https://job-boards.greenhouse.io/grafanalabs/jobs/5781151004,grafanalabs,"Manager, Solutions Engineering | Texas | Remote",software_engineer,software_engineering,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
776,greenhouse,5781201004,https://job-boards.greenhouse.io/grafanalabs/jobs/5781201004,grafanalabs,"Manager, Solutions Engineering | West Coast | Remote",software_engineer,software_engineering,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
777,greenhouse,5786033004,https://job-boards.greenhouse.io/grafanalabs/jobs/5786033004,grafanalabs,Observability Architect | Canada | Remote,other,other,remote,,CA,Canada (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with the Grafana Enterprise Stack , both featuring scalable metrics ( Grafana Mimir ), logs ( Grafana Loki ), and traces ( Graf",,,,,,
778,greenhouse,5790622004,https://job-boards.greenhouse.io/grafanalabs/jobs/5790622004,grafanalabs,Observability Architect | Sweden | Remote,other,other,remote,,SE,Sweden (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
779,greenhouse,5786038004,https://job-boards.greenhouse.io/grafanalabs/jobs/5786038004,grafanalabs,Observability Architect | USA EST| Remote,other,other,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
780,greenhouse,5786061004,https://job-boards.greenhouse.io/grafanalabs/jobs/5786061004,grafanalabs,Observability Architect | USA PST| Remote,other,other,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
781,greenhouse,5786043004,https://job-boards.greenhouse.io/grafanalabs/jobs/5786043004,grafanalabs,"Observability Architect | Washington, DC | Remote",other,other,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
782,greenhouse,5762323004,https://job-boards.greenhouse.io/grafanalabs/jobs/5762323004,grafanalabs,People Business Partner | 12 Month Contract | Sydney or Melbourne | Remote,hr_business_partner,hr,remote,,FR,APAC (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
783,greenhouse,5796016004,https://job-boards.greenhouse.io/grafanalabs/jobs/5796016004,grafanalabs,People Technology Analyst | EST or CST USA | Remote,other,other,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
784,greenhouse,5781678004,https://job-boards.greenhouse.io/grafanalabs/jobs/5781678004,grafanalabs,"Regional Sales Director, Enterprise, Growth | East Coast - NC, VA, MD | Remote",sales_representative,sales,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
785,greenhouse,5796295004,https://job-boards.greenhouse.io/grafanalabs/jobs/5796295004,grafanalabs,"Regional Sales Director, Majors Growth | CA | Remote",sales_representative,sales,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
786,greenhouse,5805788004,https://job-boards.greenhouse.io/grafanalabs/jobs/5805788004,grafanalabs,Sales Development Representative | Toronto | Remote,business_development_representative,sales,remote,,CA,Canada (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with the Grafana Enterprise Stack , both featuring scalable metrics ( Grafana Mimir ), logs ( Grafana Loki ), and traces ( Graf",,,,,,
787,greenhouse,5802159004,https://job-boards.greenhouse.io/grafanalabs/jobs/5802159004,grafanalabs,"Senior AI Engineer - Grafana Ops, AI/ML | USA | Remote",software_engineer,software_engineering,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
788,greenhouse,5802160004,https://job-boards.greenhouse.io/grafanalabs/jobs/5802160004,grafanalabs,"Senior AI Engineer - Grafana Ops, AI/ML | USA | Remote",software_engineer,software_engineering,remote,,CA,Canada (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with the Grafana Enterprise Stack , both featuring scalable metrics ( Grafana Mimir ), logs ( Grafana Loki ), and traces ( Graf",,,,,,
789,greenhouse,5711140004,https://job-boards.greenhouse.io/grafanalabs/jobs/5711140004,grafanalabs,Senior Backend Engineer - Grafana App Platform | Canada | Remote,backend_engineer,backend,remote,,CA,Canada (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with the Grafana Enterprise Stack , both featuring scalable metrics ( Grafana Mimir ), logs ( Grafana Loki ), and traces ( Graf",,,,,,
790,greenhouse,5711137004,https://job-boards.greenhouse.io/grafanalabs/jobs/5711137004,grafanalabs,Senior Backend Engineer - Grafana App Platform | US (EST) | Remote,backend_engineer,backend,remote,,US,United States (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
791,greenhouse,5785663004,https://job-boards.greenhouse.io/grafanalabs/jobs/5785663004,grafanalabs,Senior Backend Engineer - Grafana k6 | Germany | Remote,backend_engineer,backend,remote,,DE,Germany (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France.",,,,,,
792,greenhouse,5693690004,https://job-boards.greenhouse.io/grafanalabs/jobs/5693690004,grafanalabs,Senior Backend Engineer - Grafana k6 | Spain | Remote,backend_engineer,backend,remote,,ES,Spain (Remote),"Grafana Labs is a remote-first, open-source powerhouse. | There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps.",,,,,,
